Gender,Location,Transaction_ID,Product_Category,Quantity,Coupon_Status,Date,Offline_Spend,Online_Spend,Coupon_Code
F,Chicago,19219,Nest-USA,1,Not Used,1/30/2019,700,981.86,ELEC10
F,New York,19146,Nest-USA,1,Clicked,1/30/2019,700,981.86,ELEC10
F,New York,19147,Nest-USA,1,Not Used,1/30/2019,700,981.86,ELEC10
F,New York,19151,Nest-USA,1,Used,1/30/2019,700,981.86,ELEC10
F,New York,19152,Nest-USA,1,Clicked,1/30/2019,700,981.86,ELEC10
F,New York,19154,Nest-USA,1,Not Used,1/30/2019,700,981.86,ELEC10
F,New York,19155,Nest-USA,2,Clicked,1/30/2019,700,981.86,ELEC10
F,New York,19155,Nest-USA,1,Clicked,1/30/2019,700,981.86,ELEC10
F,New York,19156,Nest-USA,2,Clicked,1/30/2019,700,981.86,ELEC10
F,New York,19157,Nest-USA,1,Used,1/30/2019,700,981.86,ELEC10
F,New York,19158,Nest-USA,1,Used,1/30/2019,700,981.86,ELEC10
F,New York,19160,Nest-USA,1,Clicked,1/30/2019,700,981.86,ELEC10
F,New Jersey,19169,Nest-USA,1,Clicked,1/30/2019,700,981.86,ELEC10
F,New York,19175,Nest-USA,1,Used,1/30/2019,700,981.86,ELEC10
F,New York,19175,Nest-USA,2,Clicked,1/30/2019,700,981.86,ELEC10
F,New York,19176,Nest-USA,1,Not Used,1/30/2019,700,981.86,ELEC10
F,New York,19177,Nest-USA,1,Clicked,1/30/2019,700,981.86,ELEC10
F,New York,19178,Nest-USA,2,Clicked,1/30/2019,700,981.86,ELEC10
F,New York,19179,Nest-USA,1,Clicked,1/30/2019,700,981.86,ELEC10
M,New York,19183,Nest-USA,1,Clicked,1/30/2019,700,981.86,ELEC10
M,New York,19184,Nest-USA,1,Clicked,1/30/2019,700,981.86,ELEC10
M,New York,19186,Nest-USA,1,Clicked,1/30/2019,700,981.86,ELEC10
M,New York,19186,Nest-USA,1,Not Used,1/30/2019,700,981.86,ELEC10
M,New York,19187,Nest-USA,1,Used,1/30/2019,700,981.86,ELEC10
M,New York,19188,Nest-USA,2,Used,1/30/2019,700,981.86,ELEC10
M,New York,19190,Nest-USA,1,Used,1/30/2019,700,981.86,ELEC10
M,New York,19191,Nest-USA,1,Used,1/30/2019,700,981.86,ELEC10
M,New York,19192,Nest-USA,1,Clicked,1/30/2019,700,981.86,ELEC10
M,New York,19193,Nest-USA,1,Not Used,1/30/2019,700,981.86,ELEC10
M,New Jersey,19222,Nest-USA,2,Clicked,1/30/2019,700,981.86,ELEC10
M,New Jersey,19224,Nest-USA,2,Clicked,1/30/2019,700,981.86,ELEC10
M,New Jersey,19226,Nest-USA,2,Clicked,1/30/2019,700,981.86,ELEC10
M,New Jersey,19227,Nest-USA,1,Clicked,1/30/2019,700,981.86,ELEC10
M,New Jersey,19230,Nest-USA,1,Used,1/30/2019,700,981.86,ELEC10
M,New Jersey,19230,Nest-USA,1,Used,1/30/2019,700,981.86,ELEC10
M,New Jersey,19233,Nest-USA,1,Clicked,1/30/2019,700,981.86,ELEC10
M,New Jersey,19233,Nest-USA,2,Used,1/30/2019,700,981.86,ELEC10
M,New Jersey,19239,Nest-USA,1,Clicked,1/30/2019,700,981.86,ELEC10
M,California,19245,Nest-USA,1,Clicked,1/30/2019,700,981.86,ELEC10
M,California,19246,Nest-USA,1,Used,1/30/2019,700,981.86,ELEC10
M,California,19247,Nest-USA,2,Clicked,1/30/2019,700,981.86,ELEC10
M,California,19248,Nest-USA,1,Used,1/30/2019,700,981.86,ELEC10
M,California,19249,Nest-USA,1,Clicked,1/30/2019,700,981.86,ELEC10
M,California,19251,Nest-USA,1,Clicked,1/30/2019,700,981.86,ELEC10
M,California,19251,Nest-USA,1,Clicked,1/30/2019,700,981.86,ELEC10
M,California,19254,Nest-USA,2,Not Used,1/30/2019,700,981.86,ELEC10
M,California,19254,Nest-USA,1,Used,1/30/2019,700,981.86,ELEC10
M,New York,19257,Nest-USA,1,Used,1/30/2019,700,981.86,ELEC10
M,New York,19258,Nest-USA,1,Used,1/30/2019,700,981.86,ELEC10
M,New York,19261,Nest-USA,2,Used,1/30/2019,700,981.86,ELEC10
M,New York,19262,Nest-USA,1,Clicked,1/30/2019,700,981.86,ELEC10
M,New York,19262,Nest-USA,1,Used,1/30/2019,700,981.86,ELEC10
M,New York,19265,Nest-USA,2,Clicked,1/30/2019,700,981.86,ELEC10
M,New York,19265,Nest-USA,1,Clicked,1/30/2019,700,981.86,ELEC10
M,New York,19266,Nest-USA,5,Used,1/30/2019,700,981.86,ELEC10
M,New York,19267,Nest-USA,1,Clicked,1/30/2019,700,981.86,ELEC10
M,New York,19267,Nest-USA,1,Clicked,1/30/2019,700,981.86,ELEC10
F,Chicago,18806,Nest-USA,1,Not Used,1/25/2019,1000,1124.95,ELEC10
M,New Jersey,18778,Nest-USA,1,Not Used,1/25/2019,1000,1124.95,ELEC10
M,New Jersey,18781,Nest-USA,1,Clicked,1/25/2019,1000,1124.95,ELEC10
M,New Jersey,18783,Nest-USA,4,Clicked,1/25/2019,1000,1124.95,ELEC10
M,New Jersey,18784,Nest-USA,1,Used,1/25/2019,1000,1124.95,ELEC10
M,New Jersey,18784,Nest-USA,2,Clicked,1/25/2019,1000,1124.95,ELEC10
M,New Jersey,18784,Nest-USA,2,Used,1/25/2019,1000,1124.95,ELEC10
M,New Jersey,18784,Nest-USA,1,Clicked,1/25/2019,1000,1124.95,ELEC10
M,New Jersey,18785,Nest-USA,2,Used,1/25/2019,1000,1124.95,ELEC10
M,New Jersey,18789,Nest-USA,1,Clicked,1/25/2019,1000,1124.95,ELEC10
M,New Jersey,18791,Nest-USA,1,Not Used,1/25/2019,1000,1124.95,ELEC10
M,New Jersey,18800,Nest-USA,1,Clicked,1/25/2019,1000,1124.95,ELEC10
M,New Jersey,18802,Nest-USA,1,Clicked,1/25/2019,1000,1124.95,ELEC10
M,New Jersey,18803,Nest-USA,1,Clicked,1/25/2019,1000,1124.95,ELEC10
M,New Jersey,18804,Nest-USA,3,Clicked,1/25/2019,1000,1124.95,ELEC10
F,Chicago,18806,Nest-USA,1,Not Used,1/25/2019,1000,1124.95,ELEC10
F,New York,18809,Nest-USA,1,Clicked,1/25/2019,1000,1124.95,ELEC10
F,New York,18810,Nest-USA,2,Used,1/25/2019,1000,1124.95,ELEC10
F,New York,18812,Nest-USA,1,Clicked,1/25/2019,1000,1124.95,ELEC10
F,New York,18813,Nest-USA,2,Clicked,1/25/2019,1000,1124.95,ELEC10
F,New York,18814,Nest-USA,2,Clicked,1/25/2019,1000,1124.95,ELEC10
F,New York,18814,Nest-USA,1,Clicked,1/25/2019,1000,1124.95,ELEC10
F,New York,18816,Nest-USA,1,Used,1/25/2019,1000,1124.95,ELEC10
F,New York,18816,Nest-USA,1,Used,1/25/2019,1000,1124.95,ELEC10
F,New York,18817,Nest-USA,1,Clicked,1/25/2019,1000,1124.95,ELEC10
F,New York,18820,Nest-USA,2,Used,1/25/2019,1000,1124.95,ELEC10
F,New York,18820,Nest-USA,1,Clicked,1/25/2019,1000,1124.95,ELEC10
F,New York,18821,Nest-USA,1,Used,1/25/2019,1000,1124.95,ELEC10
M,Chicago,18824,Nest-USA,1,Used,1/25/2019,1000,1124.95,ELEC10
F,Chicago,18825,Nest-USA,1,Clicked,1/25/2019,1000,1124.95,ELEC10
F,Chicago,18827,Nest-USA,1,Clicked,1/25/2019,1000,1124.95,ELEC10
F,Chicago,18827,Nest-USA,3,Used,1/25/2019,1000,1124.95,ELEC10
F,Chicago,18828,Nest-USA,2,Clicked,1/25/2019,1000,1124.95,ELEC10
F,Chicago,18828,Nest-USA,1,Used,1/25/2019,1000,1124.95,ELEC10
F,New York,18829,Nest-USA,1,Clicked,1/25/2019,1000,1124.95,ELEC10
F,New York,18829,Nest-USA,1,Clicked,1/25/2019,1000,1124.95,ELEC10
F,New York,18829,Nest-USA,1,Used,1/25/2019,1000,1124.95,ELEC10
M,Washington DC,18837,Nest-USA,1,Not Used,1/25/2019,1000,1124.95,ELEC10
M,California,18839,Nest-USA,1,Clicked,1/25/2019,1000,1124.95,ELEC10
M,California,18843,Nest-USA,1,Clicked,1/25/2019,1000,1124.95,ELEC10
M,California,18844,Nest-USA,1,Clicked,1/25/2019,1000,1124.95,ELEC10
M,California,18845,Nest-USA,2,Clicked,1/25/2019,1000,1124.95,ELEC10
M,California,18848,Nest-USA,1,Used,1/25/2019,1000,1124.95,ELEC10
M,California,18856,Nest-USA,1,Clicked,1/25/2019,1000,1124.95,ELEC10
M,California,18857,Nest-USA,1,Clicked,1/25/2019,1000,1124.95,ELEC10
M,California,18861,Nest-USA,2,Used,1/25/2019,1000,1124.95,ELEC10
M,California,18861,Nest-USA,1,Clicked,1/25/2019,1000,1124.95,ELEC10
M,California,18866,Nest-USA,1,Used,1/25/2019,1000,1124.95,ELEC10
M,California,18866,Nest-USA,1,Clicked,1/25/2019,1000,1124.95,ELEC10
F,Chicago,18867,Nest-USA,1,Not Used,1/25/2019,1000,1124.95,ELEC10
F,Chicago,18869,Nest-USA,1,Used,1/25/2019,1000,1124.95,ELEC10
F,California,18873,Nest-USA,4,Clicked,1/25/2019,1000,1124.95,ELEC10
F,California,18874,Nest-USA,1,Clicked,1/25/2019,1000,1124.95,ELEC10
F,California,18875,Nest-USA,1,Clicked,1/25/2019,1000,1124.95,ELEC10
F,California,18876,Nest-USA,1,Clicked,1/25/2019,1000,1124.95,ELEC10
F,California,18878,Nest-USA,1,Used,1/25/2019,1000,1124.95,ELEC10
F,California,17097,Nest-USA,1,Clicked,01-05-2019,4500,4055.3,ELEC10
F,California,17098,Nest-USA,1,Used,01-05-2019,4500,4055.3,ELEC10
F,California,17099,Nest-USA,1,Clicked,01-05-2019,4500,4055.3,ELEC10
F,California,17104,Nest-USA,1,Not Used,01-05-2019,4500,4055.3,ELEC10
F,California,17107,Nest-USA,1,Clicked,01-05-2019,4500,4055.3,ELEC10
F,California,17109,Nest-USA,1,Used,01-05-2019,4500,4055.3,ELEC10
F,California,17109,Nest-USA,2,Not Used,01-05-2019,4500,4055.3,ELEC10
F,California,17112,Nest-USA,1,Not Used,01-05-2019,4500,4055.3,ELEC10
F,California,17114,Nest-USA,1,Used,01-05-2019,4500,4055.3,ELEC10
F,California,17115,Nest-USA,2,Used,01-05-2019,4500,4055.3,ELEC10
F,California,17119,Nest-USA,1,Clicked,01-05-2019,4500,4055.3,ELEC10
F,California,17127,Nest-USA,1,Not Used,01-05-2019,4500,4055.3,ELEC10
F,California,17128,Nest-USA,1,Not Used,01-05-2019,4500,4055.3,ELEC10
F,California,17129,Nest-USA,1,Clicked,01-05-2019,4500,4055.3,ELEC10
F,California,17130,Nest-USA,1,Clicked,01-05-2019,4500,4055.3,ELEC10
F,California,17134,Nest-USA,1,Clicked,01-05-2019,4500,4055.3,ELEC10
F,California,17135,Nest-USA,1,Used,01-05-2019,4500,4055.3,ELEC10
F,California,17143,Nest-USA,1,Used,01-05-2019,4500,4055.3,ELEC10
F,California,17144,Nest-USA,1,Clicked,01-05-2019,4500,4055.3,ELEC10
F,California,17145,Nest-USA,1,Clicked,01-05-2019,4500,4055.3,ELEC10
F,California,17146,Nest-USA,1,Clicked,01-05-2019,4500,4055.3,ELEC10
F,California,17152,Nest-USA,1,Clicked,01-05-2019,4500,4055.3,ELEC10
F,California,17154,Nest-USA,1,Used,01-05-2019,4500,4055.3,ELEC10
M,California,17157,Nest-USA,1,Clicked,01-05-2019,4500,4055.3,ELEC10
M,California,17158,Nest-USA,1,Clicked,01-05-2019,4500,4055.3,ELEC10
M,California,17160,Nest-USA,2,Used,01-05-2019,4500,4055.3,ELEC10
M,California,17160,Nest-USA,2,Not Used,01-05-2019,4500,4055.3,ELEC10
M,California,17160,Nest-USA,5,Clicked,01-05-2019,4500,4055.3,ELEC10
F,California,17161,Nest-USA,1,Clicked,01-05-2019,4500,4055.3,ELEC10
F,California,17164,Nest-USA,1,Used,01-05-2019,4500,4055.3,ELEC10
F,California,17164,Nest-USA,1,Clicked,01-05-2019,4500,4055.3,ELEC10
M,Chicago,17168,Nest-USA,1,Clicked,01-05-2019,4500,4055.3,ELEC10
M,Chicago,17169,Nest-USA,1,Clicked,01-05-2019,4500,4055.3,ELEC10
M,Washington DC,17172,Nest-USA,1,Used,01-05-2019,4500,4055.3,ELEC10
M,Washington DC,17173,Nest-USA,1,Used,01-05-2019,4500,4055.3,ELEC10
M,Washington DC,17178,Nest-USA,1,Clicked,01-05-2019,4500,4055.3,ELEC10
M,Washington DC,17179,Nest-USA,2,Not Used,01-05-2019,4500,4055.3,ELEC10
M,Washington DC,17179,Nest-USA,4,Clicked,01-05-2019,4500,4055.3,ELEC10
M,Washington DC,17180,Nest-USA,1,Clicked,01-05-2019,4500,4055.3,ELEC10
F,California,17183,Nest-USA,1,Clicked,01-05-2019,4500,4055.3,ELEC10
F,California,17185,Nest-USA,1,Used,01-05-2019,4500,4055.3,ELEC10
M,New York,17194,Nest-USA,1,Clicked,01-05-2019,4500,4055.3,ELEC10
M,New York,17196,Nest-USA,1,Clicked,01-05-2019,4500,4055.3,ELEC10
M,New York,17198,Nest-USA,1,Clicked,01-05-2019,4500,4055.3,ELEC10
M,New York,17201,Nest-USA,2,Clicked,01-05-2019,4500,4055.3,ELEC10
M,New York,17204,Nest-USA,1,Clicked,01-05-2019,4500,4055.3,ELEC10
M,New York,17204,Nest-USA,1,Clicked,01-05-2019,4500,4055.3,ELEC10
M,New York,17205,Nest-USA,1,Used,01-05-2019,4500,4055.3,ELEC10
M,New York,17205,Nest-USA,5,Used,01-05-2019,4500,4055.3,ELEC10
M,New York,17206,Nest-USA,1,Used,01-05-2019,4500,4055.3,ELEC10
M,New York,17206,Nest-USA,1,Clicked,01-05-2019,4500,4055.3,ELEC10
F,New Jersey,17208,Nest-USA,5,Clicked,01-05-2019,4500,4055.3,ELEC10
F,New Jersey,17209,Nest-USA,1,Clicked,01-05-2019,4500,4055.3,ELEC10
F,New Jersey,17210,Nest-USA,1,Not Used,01-06-2019,4500,3796.85,ELEC10
F,New Jersey,17211,Nest-USA,3,Not Used,01-06-2019,4500,3796.85,ELEC10
F,New Jersey,17212,Nest-USA,2,Clicked,01-06-2019,4500,3796.85,ELEC10
F,New Jersey,17215,Nest-USA,2,Not Used,01-06-2019,4500,3796.85,ELEC10
M,New York,17219,Nest-USA,4,Not Used,01-06-2019,4500,3796.85,ELEC10
M,New York,17222,Nest-USA,1,Clicked,01-06-2019,4500,3796.85,ELEC10
M,New York,17222,Nest-USA,2,Used,01-06-2019,4500,3796.85,ELEC10
M,New York,17226,Nest-USA,2,Clicked,01-06-2019,4500,3796.85,ELEC10
M,New York,17227,Nest-USA,1,Clicked,01-06-2019,4500,3796.85,ELEC10
M,New York,17229,Nest-USA,3,Used,01-06-2019,4500,3796.85,ELEC10
M,New York,17232,Nest-USA,1,Used,01-06-2019,4500,3796.85,ELEC10
M,New York,17233,Nest-USA,1,Clicked,01-06-2019,4500,3796.85,ELEC10
M,New York,17233,Nest-USA,1,Clicked,01-06-2019,4500,3796.85,ELEC10
M,New York,17234,Nest-USA,1,Clicked,01-06-2019,4500,3796.85,ELEC10
M,New York,17238,Nest-USA,1,Clicked,01-06-2019,4500,3796.85,ELEC10
M,New York,17238,Nest-USA,2,Used,01-06-2019,4500,3796.85,ELEC10
M,New York,17242,Nest-USA,1,Clicked,01-06-2019,4500,3796.85,ELEC10
M,New York,17244,Nest-USA,1,Clicked,01-06-2019,4500,3796.85,ELEC10
M,New York,17247,Nest-USA,1,Clicked,01-06-2019,4500,3796.85,ELEC10
M,New York,17247,Nest-USA,2,Not Used,01-06-2019,4500,3796.85,ELEC10
M,New York,17253,Nest-USA,1,Clicked,01-06-2019,4500,3796.85,ELEC10
M,New York,17254,Nest-USA,1,Clicked,01-06-2019,4500,3796.85,ELEC10
M,New York,17257,Nest-USA,2,Clicked,01-06-2019,4500,3796.85,ELEC10
M,New York,17267,Nest-USA,1,Clicked,01-06-2019,4500,3796.85,ELEC10
M,New York,17268,Nest-USA,1,Clicked,01-06-2019,4500,3796.85,ELEC10
M,New York,17268,Nest-USA,1,Used,01-06-2019,4500,3796.85,ELEC10
M,New York,17269,Nest-USA,1,Not Used,01-06-2019,4500,3796.85,ELEC10
M,New York,17269,Nest-USA,1,Clicked,01-06-2019,4500,3796.85,ELEC10
M,New York,17269,Nest-USA,1,Clicked,01-06-2019,4500,3796.85,ELEC10
M,New York,17270,Nest-USA,1,Not Used,01-06-2019,4500,3796.85,ELEC10
M,New York,17270,Nest-USA,1,Not Used,01-06-2019,4500,3796.85,ELEC10
M,Washington DC,17272,Nest-USA,1,Used,01-06-2019,4500,3796.85,ELEC10
M,Washington DC,17273,Nest-USA,1,Not Used,01-06-2019,4500,3796.85,ELEC10
M,Washington DC,17273,Nest-USA,1,Clicked,01-06-2019,4500,3796.85,ELEC10
M,Washington DC,17274,Nest-USA,1,Used,01-06-2019,4500,3796.85,ELEC10
M,Washington DC,17274,Nest-USA,1,Clicked,01-06-2019,4500,3796.85,ELEC10
M,Washington DC,17275,Nest-USA,1,Used,01-06-2019,4500,3796.85,ELEC10
M,Washington DC,17275,Nest-USA,1,Clicked,01-06-2019,4500,3796.85,ELEC10
M,Washington DC,17278,Nest-USA,2,Not Used,01-06-2019,4500,3796.85,ELEC10
M,Washington DC,17279,Nest-USA,2,Clicked,01-06-2019,4500,3796.85,ELEC10
M,Washington DC,17280,Nest-USA,1,Clicked,01-06-2019,4500,3796.85,ELEC10
M,Washington DC,17281,Nest-USA,1,Used,01-06-2019,4500,3796.85,ELEC10
M,Washington DC,17282,Nest-USA,1,Clicked,01-06-2019,4500,3796.85,ELEC10
M,Washington DC,17282,Nest-USA,2,Clicked,01-06-2019,4500,3796.85,ELEC10
M,Washington DC,17283,Nest-USA,1,Clicked,01-06-2019,4500,3796.85,ELEC10
M,Washington DC,17284,Nest-USA,2,Not Used,01-06-2019,4500,3796.85,ELEC10
M,Washington DC,17285,Nest-USA,1,Clicked,01-06-2019,4500,3796.85,ELEC10
M,Washington DC,17288,Nest-USA,3,Clicked,01-06-2019,4500,3796.85,ELEC10
M,Washington DC,17290,Nest-USA,1,Used,01-06-2019,4500,3796.85,ELEC10
M,Chicago,17295,Nest-USA,1,Used,01-06-2019,4500,3796.85,ELEC10
M,Chicago,17295,Nest-USA,1,Clicked,01-06-2019,4500,3796.85,ELEC10
M,Chicago,17297,Nest-USA,5,Clicked,01-06-2019,4500,3796.85,ELEC10
M,Chicago,17298,Nest-USA,2,Used,01-06-2019,4500,3796.85,ELEC10
M,Chicago,17299,Nest-USA,1,Clicked,01-06-2019,4500,3796.85,ELEC10
M,Chicago,17299,Nest-USA,1,Used,01-06-2019,4500,3796.85,ELEC10
M,Washington DC,17306,Nest-USA,1,Clicked,01-07-2019,4500,2579.52,ELEC10
F,California,17301,Nest-USA,2,Clicked,01-07-2019,4500,2579.52,ELEC10
F,California,17303,Nest-USA,1,Clicked,01-07-2019,4500,2579.52,ELEC10
F,New York,17305,Nest-USA,2,Not Used,01-07-2019,4500,2579.52,ELEC10
F,Chicago,17308,Nest-USA,1,Not Used,01-07-2019,4500,2579.52,ELEC10
F,Chicago,17309,Nest-USA,2,Clicked,01-07-2019,4500,2579.52,ELEC10
F,Chicago,17310,Nest-USA,1,Used,01-07-2019,4500,2579.52,ELEC10
F,Chicago,17311,Nest-USA,1,Clicked,01-07-2019,4500,2579.52,ELEC10
M,Washington DC,17313,Nest-USA,1,Used,01-07-2019,4500,2579.52,ELEC10
M,Washington DC,17314,Nest-USA,2,Clicked,01-07-2019,4500,2579.52,ELEC10
M,Washington DC,17319,Nest-USA,1,Clicked,01-07-2019,4500,2579.52,ELEC10
M,Washington DC,17322,Nest-USA,1,Not Used,01-07-2019,4500,2579.52,ELEC10
M,Washington DC,17323,Nest-USA,4,Clicked,01-07-2019,4500,2579.52,ELEC10
M,Washington DC,17323,Nest-USA,1,Used,01-07-2019,4500,2579.52,ELEC10
M,Washington DC,17323,Nest-USA,4,Clicked,01-07-2019,4500,2579.52,ELEC10
M,Washington DC,17324,Nest-USA,1,Used,01-07-2019,4500,2579.52,ELEC10
M,Washington DC,17325,Nest-USA,1,Clicked,01-07-2019,4500,2579.52,ELEC10
M,Washington DC,17325,Nest-USA,1,Clicked,01-07-2019,4500,2579.52,ELEC10
M,Washington DC,17328,Nest-USA,4,Used,01-07-2019,4500,2579.52,ELEC10
M,Washington DC,17329,Nest-USA,2,Used,01-07-2019,4500,2579.52,ELEC10
M,Washington DC,17330,Nest-USA,1,Used,01-07-2019,4500,2579.52,ELEC10
M,Washington DC,17331,Nest-USA,2,Clicked,01-07-2019,4500,2579.52,ELEC10
M,Washington DC,17332,Nest-USA,1,Clicked,01-07-2019,4500,2579.52,ELEC10
M,Washington DC,17333,Nest-USA,1,Not Used,01-07-2019,4500,2579.52,ELEC10
M,Washington DC,17333,Nest-USA,1,Used,01-07-2019,4500,2579.52,ELEC10
M,Washington DC,17334,Nest-USA,5,Clicked,01-07-2019,4500,2579.52,ELEC10
M,Washington DC,17335,Nest-USA,1,Used,01-07-2019,4500,2579.52,ELEC10
M,Washington DC,17338,Nest-USA,1,Clicked,01-07-2019,4500,2579.52,ELEC10
M,Washington DC,17342,Nest-USA,1,Clicked,01-08-2019,5000,2551.38,ELEC10
M,Washington DC,17347,Nest-USA,2,Used,01-08-2019,5000,2551.38,ELEC10
M,Washington DC,17347,Nest-USA,3,Clicked,01-08-2019,5000,2551.38,ELEC10
M,Washington DC,17348,Nest-USA,1,Clicked,01-08-2019,5000,2551.38,ELEC10
M,Washington DC,17350,Nest-USA,1,Clicked,01-08-2019,5000,2551.38,ELEC10
M,Washington DC,17351,Nest-USA,1,Used,01-08-2019,5000,2551.38,ELEC10
M,Washington DC,17352,Nest-USA,1,Not Used,01-08-2019,5000,2551.38,ELEC10
M,Washington DC,17353,Nest-USA,1,Not Used,01-08-2019,5000,2551.38,ELEC10
M,Washington DC,17355,Nest-USA,1,Used,01-08-2019,5000,2551.38,ELEC10
M,Washington DC,17357,Nest-USA,1,Not Used,01-08-2019,5000,2551.38,ELEC10
M,Washington DC,17358,Nest-USA,1,Clicked,01-08-2019,5000,2551.38,ELEC10
M,Washington DC,17358,Nest-USA,1,Clicked,01-08-2019,5000,2551.38,ELEC10
M,Washington DC,17359,Nest-USA,1,Clicked,01-08-2019,5000,2551.38,ELEC10
M,Washington DC,17363,Nest-USA,2,Clicked,01-08-2019,5000,2551.38,ELEC10
M,Washington DC,17363,Nest-USA,1,Clicked,01-08-2019,5000,2551.38,ELEC10
M,Washington DC,17368,Nest-USA,2,Clicked,01-08-2019,5000,2551.38,ELEC10
F,California,17372,Nest-USA,3,Not Used,01-08-2019,5000,2551.38,ELEC10
F,California,17374,Nest-USA,1,Used,01-08-2019,5000,2551.38,ELEC10
F,California,17378,Nest-USA,1,Used,01-08-2019,5000,2551.38,ELEC10
F,California,17379,Nest-USA,2,Clicked,01-08-2019,5000,2551.38,ELEC10
F,California,17380,Nest-USA,2,Clicked,01-08-2019,5000,2551.38,ELEC10
F,California,17382,Nest-USA,2,Clicked,01-08-2019,5000,2551.38,ELEC10
F,California,17383,Nest-USA,1,Clicked,01-08-2019,5000,2551.38,ELEC10
F,California,17384,Nest-USA,1,Clicked,01-08-2019,5000,2551.38,ELEC10
F,California,17384,Nest-USA,1,Clicked,01-08-2019,5000,2551.38,ELEC10
F,California,17384,Nest-USA,1,Clicked,01-08-2019,5000,2551.38,ELEC10
F,California,17385,Nest-USA,1,Clicked,01-08-2019,5000,2551.38,ELEC10
F,California,17388,Nest-USA,1,Clicked,01-08-2019,5000,2551.38,ELEC10
F,California,17389,Nest-USA,2,Used,01-08-2019,5000,2551.38,ELEC10
F,California,17391,Nest-USA,3,Not Used,01-08-2019,5000,2551.38,ELEC10
F,California,17391,Nest-USA,1,Not Used,01-08-2019,5000,2551.38,ELEC10
F,California,17391,Nest-USA,2,Not Used,01-08-2019,5000,2551.38,ELEC10
F,California,17392,Nest-USA,1,Clicked,01-08-2019,5000,2551.38,ELEC10
F,Chicago,18405,Nest-USA,1,Used,1/20/2019,3000,2073.51,ELEC10
F,New York,18371,Nest-USA,1,Clicked,1/20/2019,3000,2073.51,ELEC10
F,New York,18372,Nest-USA,1,Used,1/20/2019,3000,2073.51,ELEC10
F,New York,18373,Nest-USA,1,Clicked,1/20/2019,3000,2073.51,ELEC10
F,New York,18375,Nest-USA,2,Clicked,1/20/2019,3000,2073.51,ELEC10
F,New York,18376,Nest-USA,2,Not Used,1/20/2019,3000,2073.51,ELEC10
F,New York,18379,Nest-USA,1,Used,1/20/2019,3000,2073.51,ELEC10
F,New York,18382,Nest-USA,1,Used,1/20/2019,3000,2073.51,ELEC10
F,New York,18383,Nest-USA,3,Used,1/20/2019,3000,2073.51,ELEC10
F,New York,18387,Nest-USA,1,Clicked,1/20/2019,3000,2073.51,ELEC10
F,New York,18387,Nest-USA,2,Used,1/20/2019,3000,2073.51,ELEC10
F,New York,18388,Nest-USA,1,Not Used,1/20/2019,3000,2073.51,ELEC10
F,New York,18389,Nest-USA,1,Used,1/20/2019,3000,2073.51,ELEC10
F,New York,18389,Nest-USA,3,Clicked,1/20/2019,3000,2073.51,ELEC10
F,New York,18390,Nest-USA,3,Used,1/20/2019,3000,2073.51,ELEC10
F,New York,18392,Nest-USA,1,Clicked,1/20/2019,3000,2073.51,ELEC10
F,New York,18393,Nest-USA,1,Clicked,1/20/2019,3000,2073.51,ELEC10
M,New Jersey,18394,Nest-USA,2,Clicked,1/20/2019,3000,2073.51,ELEC10
M,New Jersey,18395,Nest-USA,1,Clicked,1/20/2019,3000,2073.51,ELEC10
M,New Jersey,18396,Nest-USA,1,Clicked,1/20/2019,3000,2073.51,ELEC10
M,New Jersey,18396,Nest-USA,1,Used,1/20/2019,3000,2073.51,ELEC10
M,New Jersey,18401,Nest-USA,2,Used,1/20/2019,3000,2073.51,ELEC10
M,New Jersey,18401,Nest-USA,1,Clicked,1/20/2019,3000,2073.51,ELEC10
M,New Jersey,18401,Nest-USA,4,Clicked,1/20/2019,3000,2073.51,ELEC10
M,Chicago,18406,Nest-USA,1,Clicked,1/20/2019,3000,2073.51,ELEC10
M,Chicago,18406,Nest-USA,1,Used,1/20/2019,3000,2073.51,ELEC10
M,Chicago,18407,Nest-USA,1,Used,1/20/2019,3000,2073.51,ELEC10
M,Chicago,18409,Nest-USA,1,Clicked,1/20/2019,3000,2073.51,ELEC10
M,Chicago,18410,Nest-USA,1,Clicked,1/20/2019,3000,2073.51,ELEC10
M,Chicago,18411,Nest-USA,3,Clicked,1/20/2019,3000,2073.51,ELEC10
M,Chicago,18412,Nest-USA,1,Used,1/20/2019,3000,2073.51,ELEC10
M,Chicago,18413,Nest-USA,2,Used,1/20/2019,3000,2073.51,ELEC10
M,Chicago,18414,Nest-USA,2,Used,1/20/2019,3000,2073.51,ELEC10
M,Chicago,18415,Nest-USA,1,Clicked,1/20/2019,3000,2073.51,ELEC10
M,Chicago,18416,Nest-USA,1,Used,1/20/2019,3000,2073.51,ELEC10
M,Chicago,18418,Nest-USA,1,Clicked,1/20/2019,3000,2073.51,ELEC10
M,Chicago,18419,Nest-USA,2,Clicked,1/20/2019,3000,2073.51,ELEC10
M,Chicago,18421,Nest-USA,1,Clicked,1/20/2019,3000,2073.51,ELEC10
M,Chicago,18423,Nest-USA,1,Used,1/20/2019,3000,2073.51,ELEC10
M,Chicago,18423,Nest-USA,1,Clicked,1/20/2019,3000,2073.51,ELEC10
M,Chicago,18424,Nest-USA,1,Used,1/20/2019,3000,2073.51,ELEC10
M,Chicago,18424,Nest-USA,1,Used,1/20/2019,3000,2073.51,ELEC10
